curves|label
{a^2*x^4+x^3*y+a*x^3*z+x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,a*x^4+x^3*y+a^2*x^3*z+x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,a*x^4+a*x^3*y+a*x^3*z+x^2*y*z+a*x^2*z^2+x*z^3+y^3*z,a^2*x^4+a^2*x^3*y+a^2*x^3*z+x^2*y*z+a^2*x^2*z^2+x*z^3+y^3*z,y^2+((a+1)*x^4+a*x)*y=x^8+x^3+a*x^2+a,y^2+((a+1)*x^4+a*x)*y=x^8+x^3+a*x^2+a*x,y^2+(x^4+a*x)*y=a*x^8+x^3+x^2+a+1,y^2+(x^4+a*x)*y=a*x^8+x^3+x^2+a*x,y^2+(a*x^4+a*x^3+a*x)*y=x^3+x^2+a,y^2+(a*x^4+a*x^3+a*x)*y=a*x^3+a*x^2+1}|3.4.a_e_ad
{x^4+x^2*y^2+a*x^2*z^2+x*z^3+y^3*z,a*x^4+x^3*y+x^3*z+x^2*y*z+x*y*z^2+x*z^3+y^3*z,a^2*x^4+x^3*y+x^3*z+x^2*y*z+x*y*z^2+x*z^3+y^3*z,y^2+a*x^4*y=x+1,y^2+a*x^4*y=x+a+1,y^2+a*x^4*y=(a+1)*x^2+x}|3.4.a_e_ae
{a^2*x^4+a^2*x^3*y+a*x^3*z+x^2*y*z+a*x*y^3+x*z^3+y^4,a*x^4+a*x^3*y+a^2*x^3*z+x^2*y*z+a^2*x*y^3+x*z^3+y^4,a^2*x^4+a^2*x^3*y+a^2*x^3*z+a*x^2*y^2+x^2*y*z+x*z^3+y^3*z,a*x^4+a*x^3*y+a*x^3*z+a^2*x^2*y^2+x^2*y*z+x*z^3+y^3*z,a*x^4+x^3*y+a*x^2*y^2+a*x^2*y*z+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^4+a*x^3*y+x^3*z+a*x^2*y^2+a^2*x^2*y*z+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^4+a^2*x^3*y+x^3*z+a^2*x^2*y^2+a*x^2*y*z+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+x^3*y+a^2*x^2*y^2+a^2*x^2*y*z+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^4+x^3*y+x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^2*z^2,a^2*x^4+x^3*y+x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^2*z^2,a*x^4+x^3*z+x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^2*z^2,a^2*x^4+x^3*z+x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^2*z^2,y^2+(a*x^4+a*x^3+a*x)*y=x+a+1,y^2+(a*x^4+a*x^3+a*x)*y=a*x+a+1,y^2+(a*x^4+a*x^3+a*x)*y=(a+1)*x^3+(a+1)*x^2+x+a+1,y^2+(a*x^4+a*x^3+a*x)*y=(a+1)*x^3+(a+1)*x^2+a*x+a+1,y^2+(a*x^4+a*x^3+a*x)*y=x^8+(a+1)*x+1,y^2+(a*x^4+a*x^3+a*x)*y=x^8+(a+1)*x^2+a*x+a,y^2+(a*x^4+a*x^3+a*x)*y=x^8+(a+1)*x^3+x+1,y^2+(a*x^4+a*x^3+a*x)*y=x^8+(a+1)*x^3+(a+1)*x^2+(a+1)*x+a}|3.4.a_e_af
{a^2*x^4+a^2*x^3*y+a*x^3*z+x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^3*z,a*x^4+a*x^3*y+a^2*x^3*z+x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^3*z,y^2+(a*x^4+a*x^3+a*x)*y=x^3+a*x^2+1,y^2+(a*x^4+a*x^3+a*x)*y=a*x^3+x^2+a,y^2+(a*x^4+a*x^3+a*x)*y=x^8+x^3+a*x^2+x+a+1,y^2+(a*x^4+a*x^3+a*x)*y=x^8+x^3+a*x^2+a*x+a+1}|3.4.a_e_ah
{x^4+x^3*y+a*x^3*z+a*x^2*y^2+x^2*y*z+x*z^3+y^3*z+y^2*z^2,x^4+x^3*y+a^2*x^3*z+a^2*x^2*y^2+x^2*y*z+x*z^3+y^3*z+y^2*z^2}|3.4.a_f_h
{a*x^4+x^3*y+a*x^3*z+x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,a^2*x^4+x^3*y+a^2*x^3*z+x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,a*x^3*z+a^2*x^2*y^2+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+x^3*y+x^2*y^2+a*x^2*y*z+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^3*z+a*x^2*y^2+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^3*y+x^3*z+a*x^2*y^2+a*x^2*y*z+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^4+x^3*y+x^3*z+x^2*y*z+a*x*y^3+x*z^3+y^2*z^2,a*x^4+x^3*y+x^3*z+a^2*x^2*y*z+a*x*y^3+x*z^3+y^2*z^2,a*x^4+a^2*x^3*y+a*x^3*z+a*x^2*y*z+a*x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,a^2*x^4+a*x^3*y+a^2*x^3*z+a^2*x^2*y*z+a^2*x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,y^2+((a+1)*x^4+a*x)*y=x^8+a*x^2+x,y^2+((a+1)*x^4+a*x)*y=x^8+x^3+a*x^2+x+a+1,y^2+(x^4+a*x)*y=a*x^8+x^2+x,y^2+(x^4+a*x)*y=a*x^8+x^3+x^2+(a+1)*x+a,y^2+(a*x^4+a*x^3+a*x)*y=x^3+a*x^2+a,y^2+(a*x^4+a*x^3+a*x)*y=a*x^3+x^2+1,y^2+(a*x^4+a*x^3+a*x)*y=x^8+a*x^3+x^2+x+a+1,y^2+(a*x^4+a*x^3+a*x)*y=x^8+a*x^3+x^2+a*x+a+1}|3.4.a_e_b
{x^3*y+a^2*x^3*z+a*x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^3*y+a*x^3*z+a^2*x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+a^2*x^3*y+x^3*z+a^2*x^2*y^2+a*x^2*y*z+x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^4+a*x^3*y+x^3*z+a*x^2*y^2+a^2*x^2*y*z+x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^3*z+a*x^2*y^2+x^2*y*z+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^4+x^3*z+x^2*y^2+a^2*x^2*y*z+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^3*z+a^2*x^2*y^2+x^2*y*z+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^4+x^3*z+x^2*y^2+a*x^2*y*z+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+a*x^3*y+a^2*x^3*z+a^2*x^2*y*z+a*x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,a*x^4+a^2*x^3*y+a*x^3*z+a*x^2*y*z+a^2*x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,y^2+((a+1)*x^4+a*x)*y=x^3+a,y^2+((a+1)*x^4+a*x)*y=x^3+a*x,y^2+(x^4+a*x)*y=x^3+a+1,y^2+(x^4+a*x)*y=x^3+a*x,y^2+(a*x^4+a*x^3+a*x)*y=x^8+(a+1)*x+a,y^2+(a*x^4+a*x^3+a*x)*y=x^8+(a+1)*x^3+(a+1)*x^2+(a+1)*x+1}|3.4.a_e_d
{x^4+x^3*y+x^3*z+a*x^2*y^2+x^2*y*z+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^4+x^3*y+x^3*z+a^2*x^2*y^2+x^2*y*z+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^4+a*x^3*y+x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,a^2*x^4+a^2*x^3*y+x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,a^2*x^4+a*x^3*y+x^3*z+a*x^2*y^2+a*x^2*y*z+a*x*y*z^2+x*z^3+y^3*z+y^2*z^2,a*x^4+a*x^3*y+x^3*z+x^2*y^2+a*x^2*y*z+x^2*z^2+a*x*y*z^2+x*z^3+y^3*z+y^2*z^2,y^2+a*x^4*y=x^3+x+1,y^2+a*x^4*y=x^3+a*x+a,y^2+a*x^4*y=x^3+a*x+a+1}|3.4.a_e_e
{a^2*x^3*y+x^3*z+x^2*y*z+a*x*y^3+x*z^3+y^4,a*x^3*y+x^3*z+x^2*y*z+a^2*x*y^3+x*z^3+y^4,a^2*x^4+x^3*y+x^3*z+a*x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,a*x^4+x^3*y+x^3*z+a^2*x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,a*x^4+a^2*x^3*y+a^2*x^3*z+a*x^2*y^2+x^2*y*z+x*z^3+y^3*z,a^2*x^4+a*x^3*y+a*x^3*z+a^2*x^2*y^2+x^2*y*z+x*z^3+y^3*z,x^4+a*x^3*y+a*x^3*z+a^2*x^2*y^2+x^2*y*z+a*x^2*z^2+x*z^3+y^3*z,x^4+a^2*x^3*y+a^2*x^3*z+a*x^2*y^2+x^2*y*z+a^2*x^2*z^2+x*z^3+y^3*z,a^2*x^4+x^3*y+a*x^2*y*z+x*y*z^2+x*z^3+y^3*z,a*x^4+x^3*z+x^2*y^2+a*x^2*y*z+x*y*z^2+x*z^3+y^3*z,a*x^4+x^3*y+a^2*x^2*y*z+x*y*z^2+x*z^3+y^3*z,a^2*x^4+x^3*z+x^2*y^2+a^2*x^2*y*z+x*y*z^2+x*z^3+y^3*z,a*x^4+a*x^3*z+a*x^2*y^2+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^4+x^3*y+a*x^3*z+a^2*x^2*y^2+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+x^3*z+a*x^2*y^2+x^2*y*z+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+x^3*y+a^2*x^3*z+a*x^2*y^2+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+a^2*x^3*z+a^2*x^2*y^2+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^4+x^3*z+a^2*x^2*y^2+x^2*y*z+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+x^3*y+x^3*z+a*x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^2*z^2,a*x^4+x^3*y+x^3*z+a^2*x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^2*z^2,y^2+(a*x^4+a*x^3+a*x)*y=x^3+x^2+1,y^2+(a*x^4+a*x^3+a*x)*y=x^3+a*x^2+a*x+a,y^2+(a*x^4+a*x^3+a*x)*y=a*x^3+x^2+x+1,y^2+(a*x^4+a*x^3+a*x)*y=a*x^3+a*x^2+a,y^2+(a*x^4+a*x^3+a*x)*y=x^8+x^3+x^2+x,y^2+(a*x^4+a*x^3+a*x)*y=x^8+x^3+x^2+a*x,y^2+(a*x^4+a*x^3+a*x)*y=x^8+a*x^3+a*x^2+x,y^2+(a*x^4+a*x^3+a*x)*y=x^8+a*x^3+a*x^2+a*x}|3.4.a_e_f
{a^2*x^4+x^3*z+a*x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,a*x^4+x^3*z+a^2*x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,a*x^4+x^3*y+x^2*y*z+a*x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,a^2*x^4+x^3*y+x^2*y*z+a^2*x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,y^2+(a*x^4+a*x^3+a*x)*y=(a+1)*x^3+x,y^2+(a*x^4+a*x^3+a*x)*y=(a+1)*x^3+a*x,y^2+(a*x^4+a*x^3+a*x)*y=x^8+(a+1)*x^2+(a+1)*x+1,y^2+(a*x^4+a*x^3+a*x)*y=x^8+(a+1)*x^3+(a+1)*x+a}|3.4.a_e_h
{a^2*x^4+x^3*z+a*x*y^3+x*y^2*z+x*z^3+y^4,a*x^4+x^3*z+a^2*x*y^3+x*y^2*z+x*z^3+y^4,a^2*x^4+a^2*x^3*y+a*x^3*z+a*x*y^3+x*y^2*z+x*z^3+y^2*z^2,a*x^4+a*x^3*z+a^2*x*y^3+x*y^2*z+x*z^3+y^2*z^2}|3.4.a_f_a
{a*x^4+x^3*y+x^3*z+x^2*y^2+x^2*z^2+x*z^3+y^3*z,a^2*x^4+x^3*y+x^3*z+x^2*y^2+x^2*z^2+x*z^3+y^3*z,x^3*y+a*x^3*z+x^2*y*z+x^2*z^2+x*z^3+y^3*z,x^3*y+a^2*x^3*z+x^2*y*z+x^2*z^2+x*z^3+y^3*z,a^2*x^4+a*x^3*y+a*x^2*y^2+x^2*y*z+x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^4+a^2*x^3*y+a^2*x^2*y^2+x^2*y*z+x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+a^2*x^3*y+a*x^2*y^2+a*x^2*y*z+x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^4+a*x^3*y+a^2*x^2*y^2+a^2*x^2*y*z+x^2*z^2+x*y*z^2+x*z^3+y^3*z}|3.4.a_f_ab
{a*x^3*z+x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^3*z,a^2*x^3*z+x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^3*z,a*x^3*z+a*x^2*y^2+x^2*y*z+a*x^2*z^2+x*z^3+y^3*z,a^2*x^3*z+a^2*x^2*y^2+x^2*y*z+a^2*x^2*z^2+x*z^3+y^3*z,a*x^4+x^2*y^2+x^2*y*z+x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+x^2*y^2+x^2*y*z+x^2*z^2+x*y*z^2+x*z^3+y^3*z,y^2+(a*x^3+a*x^2)*y=x^7+a*x^2+a*x+1,y^2+(a*x^3+a*x^2)*y=a*x^7+x^2+x+a,y^2+((a+1)*x^4+a*x^3+a*x^2)*y=x^2+x,y^2+((a+1)*x^4+a*x^3+a*x^2)*y=a*x^3+x^2+a*x+a,y^2+((a+1)*x^4+a*x^3+a*x^2)*y=(a+1)*x^3+a*x^2+x+1,y^2+((a+1)*x^4+a*x^3+a*x^2)*y=x^8+x^3+x^2+a*x+a}|3.4.a_f_ac
{a*x^4+a^2*x^3*y+x^2*y^2+a*x^2*y*z+x*y*z^2+x*z^3+y^3*z,a^2*x^4+a*x^3*y+x^2*y^2+a^2*x^2*y*z+x*y*z^2+x*z^3+y^3*z,a*x^4+a^2*x^3*y+a^2*x^3*z+a*x^2*y^2+a*x*y*z^2+x*z^3+y^3*z+y^2*z^2,a*x^4+x^3*y+x^3*z+a*x^2*y^2+x^2*y*z+x^2*z^2+a*x*y*z^2+x*z^3+y^3*z+y^2*z^2}|3.4.a_f_ad
{x^4+a*x^3*y+a*x^3*z+x^2*y^2+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^4+a^2*x^3*y+a^2*x^3*z+x^2*y^2+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z}|3.4.a_f_ae
{x^4+x^3*y+a^2*x^3*z+a*x^2*y^2+x^2*y*z+a*x^2*z^2+x*z^3+y^3*z,x^4+x^3*y+a*x^3*z+a^2*x^2*y^2+x^2*y*z+a^2*x^2*z^2+x*z^3+y^3*z,a^2*x^4+x^3*y+a^2*x^2*y^2+x^2*y*z+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^4+x^3*y+a*x^2*y^2+x^2*y*z+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^4+a^2*x^3*y+a^2*x^3*z+a^2*x^2*y*z+x^2*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2,a*x^4+x^3*y+x^3*z+x^2*y*z+a*x*y*z^2+x*z^3+a*y^4+y^3*z+y^2*z^2}|3.4.a_f_af
{a*x^4+x^3*y+x^3*z+a*x^2*y*z+x*y^2*z+x*z^3+y^4,a^2*x^4+x^3*y+x^3*z+a*x^2*y*z+x*y^2*z+x*z^3+y^4,a*x^4+x^3*y+x^3*z+a^2*x^2*y*z+x*y^2*z+x*z^3+y^4,a^2*x^4+x^3*y+x^3*z+a^2*x^2*y*z+x*y^2*z+x*z^3+y^4,y^2+((a+1)*x^4+a*x^3+a*x^2)*y=x^3+x+a+1,y^2+((a+1)*x^4+a*x^3+a*x^2)*y=(a+1)*x^3+a*x+a}|3.4.a_f_ag
{a*x^4+a*x^3*y+x^3*z+x^2*y^2+a*x^2*y*z+x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+a^2*x^3*y+x^3*z+x^2*y^2+a^2*x^2*y*z+x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^4+x^3*y+x^3*z+a^2*x^2*y^2+a*x^2*z^2+x*z^3+y^3*z+y^2*z^2,x^4+x^3*y+x^3*z+a*x^2*y^2+a^2*x^2*z^2+x*z^3+y^3*z+y^2*z^2}|3.4.a_f_b
{a*x^4+x^3*z+x*y^3+x*z^3+y^4,a^2*x^4+x^3*z+x*y^3+x*z^3+y^4,a*x^4+x^3*z+x^2*y^2+a*x^2*y*z+x*y^2*z+x*z^3+y^4,x^3*y+x^3*z+x^2*y^2+a*x^2*y*z+x*y^2*z+x*z^3+y^4,a*x^4+x^3*z+x^2*y^2+a^2*x^2*y*z+x*y^2*z+x*z^3+y^4,x^3*y+x^3*z+x^2*y^2+a^2*x^2*y*z+x*y^2*z+x*z^3+y^4,a^2*x^4+a*x^3*y+x^3*z+a*x*y^3+x*y^2*z+x*z^3+y^4,a*x^4+a^2*x^3*y+x^3*z+a^2*x*y^3+x*y^2*z+x*z^3+y^4,a^2*x^4+a*x^3*z+x^2*y^2+x^2*y*z+a*x^2*z^2+x*z^3+y^3*z,a*x^4+a^2*x^3*z+x^2*y^2+x^2*y*z+a^2*x^2*z^2+x*z^3+y^3*z,x^4+a*x^3*y+x^3*z+x^2*y^2+x^2*y*z+a*x*y*z^2+x*z^3+y^3*z+y^2*z^2,a*x^4+x^3*y+a^2*x^3*z+x^2*y^2+x^2*z^2+a*x*y*z^2+x*z^3+y^3*z+y^2*z^2,y^2+(a*x^3+a*x^2)*y=x^7+x^6+x^2+a*x+a+1,y^2+(a*x^3+a*x^2)*y=a*x^7+x^6+a*x^2+x,y^2+((a+1)*x^4+a*x^3+a*x^2)*y=a*x+a,y^2+((a+1)*x^4+a*x^3+a*x^2)*y=x^2+x+a+1,y^2+((a+1)*x^4+a*x^3+a*x^2)*y=x^3+x^2+a*x+1,y^2+((a+1)*x^4+a*x^3+a*x^2)*y=x^8+x^3+(a+1)*x^2+x+1}|3.4.a_f_c
{a*x^4+x^3*y+a*x^3*z+a*x^2*y^2+x^2*y*z+a*x^2*z^2+x*z^3+y^3*z,a^2*x^4+x^3*y+a^2*x^3*z+a^2*x^2*y^2+x^2*y*z+a^2*x^2*z^2+x*z^3+y^3*z,a*x^4+x^3*y+x^3*z+a*x^2*y^2+x*z^3+y^3*z+y^2*z^2,a^2*x^4+x^3*y+x^3*z+a^2*x^2*y^2+x*z^3+y^3*z+y^2*z^2}|3.4.a_f_d
{a^2*x^4+a*x^3*y+x^3*z+x^2*y^2+a*x^2*y*z+x*y*z^2+x*z^3+y^3*z,a*x^4+a^2*x^3*y+x^3*z+x^2*y^2+a^2*x^2*y*z+x*y*z^2+x*z^3+y^3*z,a*x^4+a^2*x^3*y+a*x^2*y^2+a*x^2*y*z+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+a*x^3*y+a^2*x^2*y^2+a^2*x^2*y*z+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^4+x^3*y+x^3*z+a*x^2*y^2+x*z^3+y^3*z+y^2*z^2,x^4+x^3*y+x^3*z+a^2*x^2*y^2+x*z^3+y^3*z+y^2*z^2}|3.4.a_f_f
{a*x^4+x^3*y+a*x^3*z+x^2*y^2+a*x*y^3+x*y^2*z+x*z^3+y^2*z^2,x^4+a^2*x^3*y+a*x^3*z+x^2*y^2+a^2*x*y^3+x*y^2*z+x*z^3+y^2*z^2,y^2+((a+1)*x^4+a*x^3+a*x^2)*y=a*x+1,y^2+((a+1)*x^4+a*x^3+a*x^2)*y=a*x^3+(a+1)*x^2+x+1}|3.4.a_f_g
{x^3*y+a^2*x^3*z+x^2*y*z+a*x*y^3+x*z^3+y^4,x^3*y+a*x^3*z+x^2*y*z+a^2*x*y^3+x*z^3+y^4,a^2*x^4+x^3*z+a*x^2*y^2+a*x^2*y*z+x*y*z^2+x*z^3+y^3*z,a*x^4+x^3*z+a^2*x^2*y^2+a^2*x^2*y*z+x*y*z^2+x*z^3+y^3*z,a^2*x^4+a*x^3*y+x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^2*z^2,a*x^4+a^2*x^3*y+x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^2*z^2,a^2*x^4+a*x^3*y+x^3*z+a*x^2*y*z+a*x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,a*x^4+a^2*x^3*y+x^3*z+a^2*x^2*y*z+a^2*x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,y^2+((a+1)*x^4+a*x)*y=x^3+x^2+a,y^2+(x^4+a*x)*y=x^3+a*x^2+a+1,y^2+(a*x^4+a*x^3+a*x)*y=x^8+a*x^2+1,y^2+(a*x^4+a*x^3+a*x)*y=x^8+(a+1)*x^3+a*x^2+a}|3.4.a_g_ab
{a*x^4+a^2*x^3*y+a*x^3*z+a*x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,a^2*x^4+a*x^3*y+a^2*x^3*z+a^2*x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,x^4+x^3*z+a^2*x^2*y^2+a*x^2*y*z+x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^4+x^3*z+a*x^2*y^2+a^2*x^2*y*z+x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^3*y+a*x^3*z+x^2*y^2+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^3*y+a*x^3*z+a*x^2*y^2+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^3*y+a^2*x^3*z+x^2*y^2+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^3*y+a^2*x^3*z+a^2*x^2*y^2+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,y^2+((a+1)*x^4+a*x)*y=x^8+(a+1)*x^2+x,y^2+(x^4+a*x)*y=a*x^8+(a+1)*x^2+x,y^2+(a*x^4+a*x^3+a*x)*y=x^8+x^3+a+1,y^2+(a*x^4+a*x^3+a*x)*y=x^8+x^3+(a+1)*x^2+a+1}|3.4.a_g_ad
{a*x^3*y+x^3*z+x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,a^2*x^3*y+x^3*z+x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,x^4+a^2*x^3*y+a^2*x^3*z+x^2*y^2+a*x^2*y*z+x^2*z^2+x*z^3+y^3*z+y^2*z^2,x^4+a*x^3*y+a*x^3*z+x^2*y^2+a^2*x^2*y*z+x^2*z^2+x*z^3+y^3*z+y^2*z^2,y^2+(a*x^4+a*x^3+a*x)*y=x^8+a*x^2+a*x+a,y^2+(a*x^4+a*x^3+a*x)*y=x^8+(a+1)*x^3+a*x^2+x+1}|3.4.a_g_af
{a^2*x^4+a*x^3*y+a*x^3*z+x^2*y*z+a*x*y^3+x*z^3+y^4,a*x^4+a^2*x^3*y+a^2*x^3*z+x^2*y*z+a^2*x*y^3+x*z^3+y^4,x^4+x^3*y+a^2*x^3*z+a*x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^4+x^3*y+a*x^3*z+a^2*x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^4+a*x^3*y+a^2*x^2*y^2+a*x^2*y*z+x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+a^2*x^3*y+a*x^2*y^2+a^2*x^2*y*z+x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^4+a*x^3*y+a*x^3*z+a^2*x^2*y*z+a*x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,a^2*x^4+a^2*x^3*y+a^2*x^3*z+a*x^2*y*z+a^2*x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,y^2+((a+1)*x^4+a*x)*y=x^8+x^3+(a+1)*x^2+a,y^2+(x^4+a*x)*y=a*x^8+x^3+(a+1)*x^2+a+1,y^2+(a*x^4+a*x^3+a*x)*y=x^3+(a+1)*x+1,y^2+(a*x^4+a*x^3+a*x)*y=a*x^3+(a+1)*x+a}|3.4.a_g_b
{a*x^4+a*x^3*y+a*x^3*z+a*x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,a^2*x^4+a^2*x^3*y+a^2*x^3*z+a^2*x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,a*x^4+a^2*x^3*y+a*x^3*z+x^2*y*z+x*z^3+y^3*z,a^2*x^4+a*x^3*y+a^2*x^3*z+x^2*y*z+x*z^3+y^3*z,x^4+a^2*x^3*y+a*x^3*z+x^2*y^2+x^2*y*z+a*x^2*z^2+x*z^3+y^3*z,x^4+a*x^3*y+a^2*x^3*z+x^2*y^2+x^2*y*z+a^2*x^2*z^2+x*z^3+y^3*z,y^2+((a+1)*x^4+a*x)*y=x^2+x,y^2+(x^4+a*x)*y=a*x^2+x,y^2+(a*x^4+a*x^3+a*x)*y=(a+1)*x^3+x^2+(a+1)*x,y^2+(a*x^4+a*x^3+a*x)*y=(a+1)*x^3+a*x^2+(a+1)*x}|3.4.a_g_d
{a*x^4+a^2*x^3*y+x^3*z+a*x^2*y^2+a*x^2*y*z+x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+a*x^3*y+x^3*z+a^2*x^2*y^2+a^2*x^2*y*z+x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^4+a*x^3*y+a*x^3*z+x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^2*z^2,a^2*x^4+a^2*x^3*y+a^2*x^3*z+x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^2*z^2,a*x^4+a*x^3*y+a*x^3*z+x^2*y^2+a*x^2*z^2+a*x*y*z^2+x*z^3+y^3*z+y^2*z^2,a^2*x^4+x^3*y+a^2*x^2*y^2+x^2*y*z+a*x^2*z^2+a*x*y*z^2+x*z^3+y^3*z+y^2*z^2,y^2+(a*x^4+a*x^3+a*x)*y=x^3+a*x+a,y^2+(a*x^4+a*x^3+a*x)*y=a*x^3+x+1}|3.4.a_g_f
{x^3*y+a*x^3*z+a*x^2*y^2+x^2*y*z+x*y^2*z+x*z^3+y^4,x^4+x^3*y+a*x^3*z+a^2*x^2*y^2+x^2*y*z+x*y^2*z+x*z^3+y^4,y^2+(a*x^3+a*x^2)*y=x^7+x^2+(a+1)*x,y^2+(a*x^3+a*x^2)*y=a*x^7+a*x^2+(a+1)*x,y^2+((a+1)*x^4+a*x^3+a*x^2)*y=x^2+(a+1)*x+1,y^2+((a+1)*x^4+a*x^3+a*x^2)*y=x^3+(a+1)*x+1}|3.4.a_h_a
