curves|label
{x^4+a^2*x^3*y+a^2*x^3*z+a*x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,x^4+a*x^3*y+a*x^3*z+a^2*x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,a^2*x^4+a^2*x^3*y+a^2*x^3*z+a*x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^3*z,a*x^4+a*x^3*y+a*x^3*z+a^2*x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^3*z,x^4+x^3*y+a*x^2*z^2+x*z^3+y^3*z,x^4+x^3*y+a^2*x^2*z^2+x*z^3+y^3*z,a*x^3*z+a*x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^3*z+a^2*x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^4+x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^2*z^2,a^2*x^4+x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^2*z^2,x^4+x^3*z+a*x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^2*z^2,x^4+x^3*z+a^2*x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^2*z^2,y^2+(a*x^4+a*x^3+a*x)*y=(a+1)*x^2+x+a+1,y^2+(a*x^4+a*x^3+a*x)*y=(a+1)*x^2+a*x+a+1,y^2+(a*x^4+a*x^3+a*x)*y=(a+1)*x^3+x+a+1,y^2+(a*x^4+a*x^3+a*x)*y=(a+1)*x^3+a*x+a+1}|3.4.a_a_d
{a*x^4+x^2*y^2+x*z^3+y^3*z,a^2*x^4+x^2*y^2+x*z^3+y^3*z,a*x^4+a^2*x^3*y+a*x^3*z+x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,a^2*x^4+a^2*x^3*y+a*x^3*z+x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,y^2+a*x^4*y=x^3+x+a,y^2+a*x^4*y=x^3+(a+1)*x+a+1}|3.4.a_a_e
{x^3*y+a*x^3*z+x^2*y*z+a*x*y^3+x*z^3+y^4,a^2*x^4+x^3*y+a*x^3*z+x^2*y*z+a*x*y^3+x*z^3+y^4,x^3*y+a^2*x^3*z+x^2*y*z+a^2*x*y^3+x*z^3+y^4,a*x^4+x^3*y+a^2*x^3*z+x^2*y*z+a^2*x*y^3+x*z^3+y^4,a*x^3*y+a^2*x^3*z+a*x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,a^2*x^3*y+a*x^3*z+a^2*x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,a*x^4+a*x^3*y+a^2*x^3*z+a*x^2*y^2+x^2*y*z+a*x^2*z^2+x*z^3+y^3*z,a*x^4+a*x^3*y+a*x^3*z+a^2*x^2*y^2+x^2*y*z+a*x^2*z^2+x*z^3+y^3*z,a^2*x^4+a^2*x^3*y+a^2*x^3*z+a*x^2*y^2+x^2*y*z+a^2*x^2*z^2+x*z^3+y^3*z,a^2*x^4+a^2*x^3*y+a*x^3*z+a^2*x^2*y^2+x^2*y*z+a^2*x^2*z^2+x*z^3+y^3*z,x^4+x^3*y+a*x^2*y^2+a*x^2*y*z+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^3*y+x^3*z+x^2*y^2+a^2*x^2*y*z+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^3*y+x^3*z+x^2*y^2+a*x^2*y*z+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^4+x^3*y+a^2*x^2*y^2+a^2*x^2*y*z+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+a^2*x^3*y+x^2*y*z+a*x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,a^2*x^3*y+a^2*x^3*z+x^2*y*z+a*x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,a*x^4+a^2*x^3*y+x^3*z+a^2*x^2*y*z+a*x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,a*x^4+a*x^3*y+x^2*y*z+a^2*x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,a*x^3*y+a*x^3*z+x^2*y*z+a^2*x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,a^2*x^4+a*x^3*y+x^3*z+a*x^2*y*z+a^2*x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,y^2+((a+1)*x^4+a*x)*y=x^8+x^3+a*x^2+a+1,y^2+(x^4+a*x)*y=a*x^8+x^3+x^2+a,y^2+(a*x^4+a*x^3+a*x)*y=x^3+a*x^2+(a+1)*x+1,y^2+(a*x^4+a*x^3+a*x)*y=a*x^3+x^2+(a+1)*x+a}|3.4.a_a_f
{x^4+x^3*y+x^3*z+x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,a*x^3*y+a*x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,a^2*x^3*y+a^2*x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,x^4+a^2*x^3*y+a*x^3*z+x^2*y*z+a*x^2*z^2+x*z^3+y^3*z,x^4+a*x^3*y+a^2*x^3*z+x^2*y*z+a^2*x^2*z^2+x*z^3+y^3*z,a*x^4+a^2*x^3*y+x^3*z+a*x^2*y*z+x*y*z^2+x*z^3+y^3*z,a^2*x^4+a*x^3*y+x^3*z+a^2*x^2*y*z+x*y*z^2+x*z^3+y^3*z,x^3*z+x^2*y^2+x^2*y*z+x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+a*x^3*z+a^2*x^2*y^2+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^4+a^2*x^3*z+a*x^2*y^2+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^4+x^3*y+a*x^2*y*z+a*x*y^3+x*z^3+y^2*z^2,x^4+x^3*z+a*x^2*y*z+a*x*y^3+x*z^3+y^2*z^2,a*x^4+x^3*y+a^2*x^3*z+x^2*y*z+a*x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,a^2*x^4+x^3*y+a*x^3*z+x^2*y*z+a^2*x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,y^2+((a+1)*x^4+a*x)*y=x^3+(a+1)*x,y^2+(x^4+a*x)*y=x^3+x,y^2+(a*x^4+a*x^3+a*x)*y=x^8+x+1,y^2+(a*x^4+a*x^3+a*x)*y=x^8+(a+1)*x^3+(a+1)*x^2+a*x+a}|3.4.a_a_h
{a^2*x^4+a^2*x^3*y+x^3*z+x^2*y*z+a*x*y^3+x*z^3+y^4,a*x^4+a*x^3*y+x^3*z+x^2*y*z+a^2*x*y^3+x*z^3+y^4,a^2*x^4+a*x^3*z+x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,a*x^4+a^2*x^3*z+x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,x^4+a^2*x^3*y+a*x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,x^4+a*x^3*y+a^2*x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,a^2*x^3*z+a*x^2*y^2+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+x^3*z+x^2*y^2+x^2*y*z+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^3*y+x^2*y^2+a*x^2*y*z+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^3*z+a^2*x^2*y^2+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^4+x^3*z+x^2*y^2+x^2*y*z+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^3*y+x^2*y^2+a^2*x^2*y*z+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^3*y+a*x^3*z+x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^2*z^2,x^3*y+a^2*x^3*z+x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^2*z^2,y^2+(a*x^4+a*x^3+a*x)*y=x^3+x^2+(a+1)*x+1,y^2+(a*x^4+a*x^3+a*x)*y=x^3+x^2+(a+1)*x+a,y^2+(a*x^4+a*x^3+a*x)*y=a*x^3+a*x^2+(a+1)*x+1,y^2+(a*x^4+a*x^3+a*x)*y=a*x^3+a*x^2+(a+1)*x+a,y^2+(a*x^4+a*x^3+a*x)*y=x^8+x^3+a*x^2+a+1,y^2+(a*x^4+a*x^3+a*x)*y=x^8+a*x^3+a*x^2+x+a+1,y^2+(a*x^4+a*x^3+a*x)*y=x^8+a*x^3+a*x^2+a*x+a+1}|3.4.a_a_j
{a^2*x^4+a^2*x^3*y+a*x^3*z+a*x^2*y^2+x^2*y*z+x*z^3+y^3*z,a*x^4+a*x^3*y+a^2*x^3*z+a^2*x^2*y^2+x^2*y*z+x*z^3+y^3*z,a*x^3*y+x^3*z+x^2*y^2+x^2*y*z+x*y*z^2+x*z^3+y^3*z,a^2*x^3*y+x^3*z+x^2*y^2+x^2*y*z+x*y*z^2+x*z^3+y^3*z,a^2*x^4+x^3*y+a^2*x^3*z+x^2*y^2+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^4+a^2*x^3*y+x^3*z+a^2*x^2*y^2+x^2*y*z+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^4+x^3*y+a*x^3*z+x^2*y^2+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^4+a*x^3*y+x^3*z+a*x^2*y^2+x^2*y*z+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^4+a*x^2*y*z+a*x*y^3+x*z^3+y^2*z^2,a*x^4+a*x^2*y*z+a*x*y^3+x*z^3+y^2*z^2,a*x^4+a*x^3*y+a*x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^2*z^2,a^2*x^4+a^2*x^3*y+a^2*x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^2*z^2,a*x^4+a*x^3*y+x^3*z+x^2*y*z+a*x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,x^4+a^2*x^3*z+a^2*x^2*y*z+a*x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,a^2*x^4+a^2*x^3*y+x^3*z+x^2*y*z+a^2*x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,x^4+a*x^3*z+a*x^2*y*z+a^2*x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,y^2+((a+1)*x^4+a*x)*y=x^3+a*x+a+1,y^2+(x^4+a*x)*y=x^3+a*x+a,y^2+(a*x^4+a*x^3+a*x)*y=x^8+(a+1)*x^2+a,y^2+(a*x^4+a*x^3+a*x)*y=x^8+(a+1)*x^3+1}|3.4.a_a_l
{x^4+x^2*y^2+x^2*z^2+x*z^3+y^3*z,a*x^4+x^3*y+x^3*z+a*x^2*y^2+x^2*y*z+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+x^3*y+x^3*z+a^2*x^2*y^2+x^2*y*z+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,y^2+a*x^4*y=x}|3.4.a_a_m
{a^2*x^4+a^2*x^3*z+x^2*y*z+a*x*y^3+x*z^3+y^4,a*x^4+a*x^3*z+x^2*y*z+a^2*x*y^3+x*z^3+y^4,a^2*x^3*y+a*x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,a*x^3*y+a^2*x^2*y*z+x*y^3+x*y^2*z+x*z^3+y^4,x^4+x^3*y+a*x^3*z+a^2*x^2*y^2+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^3*y+a*x^2*y^2+a^2*x^2*y*z+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^4+x^3*y+a^2*x^3*z+a*x^2*y^2+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^3*y+a^2*x^2*y^2+a*x^2*y*z+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^4+a*x^3*y+a^2*x^3*z+a*x^2*y*z+a*x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,a^2*x^4+a^2*x^3*y+a*x^3*z+a^2*x^2*y*z+a^2*x*y^3+x*y^2*z+x*y*z^2+x*z^3+y^2*z^2}|3.4.a_a_n
{x^4+x^3*z+x^2*y^2+x^2*y*z+x*y*z^2+x*z^3+y^3*z,y^2+(a*x^4+a*x^3+a*x)*y=(a+1)*x^3+(a+1)*x^2+a+1}|3.4.a_a_p
{x^3*y+x*z^3+y^4,x^3*y+x^2*y^2+x*z^3+y^4,x^3*y+a*x^2*y^2+x*z^3+y^4,x^3*y+a^2*x^2*y^2+x*z^3+y^4}|3.4.a_a_q
{a*x^3*y+x^2*y^2+x^2*y*z+x*y^2*z+x*z^3+y^4,a^2*x^3*y+x^2*y^2+x^2*y*z+x*y^2*z+x*z^3+y^4,y^2+(a*x^3+a*x^2)*y=x^7+a*x^2+(a+1)*x+a+1,y^2+(a*x^3+a*x^2)*y=a*x^7+x^2+(a+1)*x+a+1,y^2+((a+1)*x^4+a*x^3+a*x^2)*y=a*x^2+(a+1)*x,y^2+((a+1)*x^4+a*x^3+a*x^2)*y=x^3+(a+1)*x^2+(a+1)*x}|3.4.a_ab_a
{a*x^3*y+x^3*z+x^2*y^2+x*z^3+y^3*z,a^2*x^3*y+x^3*z+x^2*y^2+x*z^3+y^3*z,a^2*x^4+a*x^3*y+a^2*x^2*y^2+a^2*x^2*y*z+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^4+a^2*x^3*y+a*x^2*y^2+a*x^2*y*z+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z}|3.4.a_ab_ab
{a*x^4+a*x^3*y+a*x^3*z+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+a^2*x^3*y+a^2*x^3*z+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,y^2+((a+1)*x^4+a*x^3+a*x^2)*y=x^3+x^2+x+1,y^2+((a+1)*x^4+a*x^3+a*x^2)*y=x^8+a*x^2+a*x+a}|3.4.a_ab_ac
{a^2*x^4+a^2*x^3*y+a*x^3*z+a*x^2*y^2+x*y*z^2+x*z^3+y^3*z,a*x^4+a*x^3*y+a^2*x^3*z+a^2*x^2*y^2+x*y*z^2+x*z^3+y^3*z,a*x^4+a*x^3*y+a^2*x^3*z+a^2*x^2*y^2+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+a^2*x^3*y+a*x^3*z+a*x^2*y^2+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z}|3.4.a_ab_ad
{a^2*x^4+a*x^3*z+x^2*y^2+a*x*y^3+x*y^2*z+x*z^3+y^2*z^2,a*x^4+a*x^3*y+a*x^3*z+x^2*y^2+a^2*x*y^3+x*y^2*z+x*z^3+y^2*z^2,y^2+(a*x^3+a*x^2)*y=x^7+(a+1)*x^2+(a+1)*x+a+1,y^2+(a*x^3+a*x^2)*y=a*x^7+(a+1)*x^2+(a+1)*x+a+1}|3.4.a_ab_ae
{a^2*x^4+a*x^3*y+x^3*z+a^2*x^2*y^2+a*x^2*y*z+x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^4+a^2*x^3*y+x^3*z+a*x^2*y^2+a^2*x^2*y*z+x^2*z^2+x*y*z^2+x*z^3+y^3*z}|3.4.a_ab_af
{a*x^3*y+a*x^3*z+a*x*y^3+x*y^2*z+x*z^3+y^4,a^2*x^3*y+a^2*x^3*z+a^2*x*y^3+x*y^2*z+x*z^3+y^4,y^2+((a+1)*x^4+a*x^3+a*x^2)*y=a*x^3+(a+1)*x^2+a*x+a,y^2+((a+1)*x^4+a*x^3+a*x^2)*y=(a+1)*x^3+x+1}|3.4.a_ab_ag
{y^2+(a*x^3+a*x^2)*y=x^7+x^2+(a+1)*x+a+1,y^2+(a*x^3+a*x^2)*y=x^7+x^6+x^2+(a+1)*x+a}|3.4.a_ab_ai
{a^2*x^4+x^3*y+x^3*z+a*x^2*z^2+x*z^3+y^3*z,a^2*x^4+x^3*y+a*x^3*z+a^2*x^2*y^2+x^2*y*z+a*x^2*z^2+x*z^3+y^3*z}|3.4.a_ab_aj
{y^2+((a+1)*x^4+a*x^3+a*x^2)*y=x^2+a*x,y^2+((a+1)*x^4+a*x^3+a*x^2)*y=a*x^3+x^2+x+1}|3.4.a_ab_ak
{a*x^4+a^2*x^3*y+a*x^3*z+a*x^2*y^2+x*y*z^2+x*z^3+y^3*z,a^2*x^4+a*x^3*y+a^2*x^3*z+a^2*x^2*y^2+x*y*z^2+x*z^3+y^3*z,a*x^3*y+a^2*x^2*y^2+x^2*y*z+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a*x^3*y+x^3*z+x^2*y^2+a*x^2*y*z+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^3*y+a*x^2*y^2+x^2*y*z+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z,a^2*x^3*y+x^3*z+x^2*y^2+a^2*x^2*y*z+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z}|3.4.a_ab_b
{x^3*y+a^2*x^3*z+a*x*y^3+x*y^2*z+x*z^3+y^4,x^3*y+a*x^3*z+a^2*x*y^3+x*y^2*z+x*z^3+y^4,x^4+x^3*y+x^3*z+a*x^2*y^2+x*y^3+a*x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,a*x^4+a^2*x^3*y+a*x^3*z+a^2*x^2*y*z+a*x*y^3+a*x*y^2*z+x*y*z^2+x*z^3+y^2*z^2,y^2+((a+1)*x^4+a*x^3+a*x^2)*y=x^3+a*x+a+1,y^2+((a+1)*x^4+a*x^3+a*x^2)*y=x^8+x+1}|3.4.a_ab_c
{a*x^3*y+a^2*x^3*z+a*x^2*y^2+x*y*z^2+x*z^3+y^3*z,x^4+a*x^3*y+a^2*x^3*z+a*x^2*y^2+x*y*z^2+x*z^3+y^3*z,a^2*x^3*y+a*x^3*z+a^2*x^2*y^2+x*y*z^2+x*z^3+y^3*z,x^4+a^2*x^3*y+a*x^3*z+a^2*x^2*y^2+x*y*z^2+x*z^3+y^3*z,x^4+x^3*y+x^2*y^2+x^2*y*z+a*x^2*z^2+x*y*z^2+x*z^3+y^3*z,x^4+x^3*y+x^2*y^2+x^2*y*z+a^2*x^2*z^2+x*y*z^2+x*z^3+y^3*z}|3.4.a_ab_d
{x^3*y+a*x^3*z+x^2*y^2+x^2*y*z+x*y^2*z+x*z^3+y^4,a*x^4+x^3*y+a*x^3*z+x^2*y^2+x^2*y*z+x*y^2*z+x*z^3+y^4,x^4+a*x^2*y^2+x^2*y*z+x*y^2*z+x*z^3+y^4,x^4+a^2*x^2*y^2+x^2*y*z+x*y^2*z+x*z^3+y^4,y^2+(a*x^3+a*x^2)*y=x^7+x^6+(a+1)*x+1,y^2+(a*x^3+a*x^2)*y=a*x^7+x^6+(a+1)*x+1}|3.4.a_ab_e
