curves|label
{y^2=x^7+x^4+x^3+x^2+2,2*x^4+x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^4+2*x^3*y+2*x^3*z+x^2*y^2+x*y*z^2+x*z^3+y^3*z=0,2*x^4+2*x^3*y+2*x^3*z+2*x^2*y^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.ac_a_e
{x^4+2*x^3*y+x^3*z+x^2*y^2+x*y*z^2+x*z^3+y^4=0,2*x^4+x^3*z+x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^4=0}|3.3.ac_a_f
{y^2=2*x^8+x^5+x^4+x^2+x,2*x^4+2*x^3*y+x^2*y^2+x^2*z^2+x*z^3+y^3*z=0,x^4+2*x^3*y+2*x^3*z+2*x^2*y^2+x^2*y*z+x*y*z^2+x*z^3+y^3*z=0,2*x^4+x^3*y+2*x^3*z+x^2*y^2+2*x^2*y*z+x*y*z^2+x*z^3+y^3*z=0,x^4+2*x^3*y+2*x^3*z+x*y^3+x*z^3+y^2*z^2=0}|3.3.ac_a_g
{x^4+2*x^3*z+x^2*y^2+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.ac_ab_h
{2*x^3*z+2*x^2*z^2+x*y^2*z+x*z^3+y^4=0,2*x^4+x^3*y+x^2*z^2+x*y*z^2+x*z^3+y^4=0,x^4+2*x^3*y+2*x^2*y^2+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^4+x^2*y^2+x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^2*z^2=0,2*x^4+x^3*y+x^2*y^2+2*x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.ac_ab_i
{2*x^4+2*x^3*z+2*x^2*y^2+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.ac_ab_j
{2*x^4+x^3*y+2*x*y^2*z+x*z^3+y^4=0,x^4+x^3*y+x^2*y^2+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0}|3.3.ac_ac_j
{2*x^4+2*x^3*y+x^3*z+2*x^2*y^2+x^2*z^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.ac_ac_l
{2*x^4+2*x^3*y+2*x^3*z+x^2*y*z+2*x*y^2*z+x*z^3+y^4=0,2*x^4+2*x^3*y+2*x^3*z+2*x^2*y*z+x*y^3+x*z^3+y^2*z^2=0}|3.3.ac_ac_m
{y^2=2*x^7+2*x^6+2*x^4+2*x^3+x^2+2*x,y^2=2*x^8+x^7+2*x^6+2*x^5+2*x^4+x^3+x^2+2*x+1,y^2=2*x^8+2*x^7+2*x^6+2*x^5+x^4+2*x^3+2*x^2+x+2,x^4+x^3*y+x^2*y^2+2*x^2*z^2+x*z^3+y^4=0,x^4+2*x^3*y+2*x^3*z+x^2*y*z+2*x*y^2*z+x*z^3+y^4=0,2*x^4+x^3*y+x^3*z+x^2*z^2+2*x*y^2*z+x*z^3+y^4=0,2*x^3*y+2*x^2*y^2+x*y*z^2+x*z^3+y^4=0,x^4+x^2*y*z+2*x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ac_b_a
{2*x^4+2*x^3*y+2*x^3*z+x^2*y^2+2*x^2*y*z+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.ac_b_ab
{2*x^4+x^3*z+2*x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^4+y^2*z^2=0,2*x^3*y+2*x^3*z+2*x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ac_b_b
{y^2=x^8+2*x^4+x^3+2*x+2,2*x^3*y+x^3*z+2*x^2*y^2+x*y*z^2+x*z^3+y^4=0,2*x^4+2*x^3*y+x^3*z+2*x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^4+2*x^3*y+2*x^3*z+x^2*y*z+x*z^3+y^4+y^2*z^2=0}|3.3.ac_b_c
{y^2=2*x^8+x^6+2*x^5+x^3+x^2+x+2,x^4+2*x^3*z+x^2*y^2+2*x^2*y*z+x*z^3+y^3*z=0}|3.3.ac_b_d
{x^4+x^3*y+2*x^3*z+2*x^2*y^2+2*x^2*y*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.ac_c_ad
{y^2=2*x^8+2*x^6+2*x^4+x^2+2,x^4+x^3*y+x^3*z+x^2*y^2+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^4+x^3*y+x^3*z+x^2*y^2+x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^2*z^2=0}|3.3.ac_b_e
{y^2=2*x^8+2*x^6+x^3+2,y^2=2*x^8+2*x^6+2,y^2=x^7+2*x^6+x^5+2*x^4+x^2+2,y^2=2*x^8+x^6+2*x^5+x^3+x^2+x,2*x^4+2*x^3*y+2*x^3*z+2*x^2*y^2+x*y*z^2+x*z^3+y^4=0,x^4+2*x^3*y+2*x^3*z+2*x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^4+2*x^3*y+2*x^3*z+x^2*y*z+x*y^3+x*z^3+y^2*z^2=0,x^4+2*x^3*z+x^2*y^2+x^2*y*z+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ac_c_a
{2*x^4+x^3*y+x^3*z+x*y^2*z+x*z^3+y^4=0,x^4+x^2*y*z+2*x^2*z^2+x*y^2*z+x*z^3+y^4=0,x^4+2*x^3*z+x^2*y^2+x^2*y*z+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,2*x^4+x^3*y+x^3*z+x^2*z^2+x*z^3+y^4+y^2*z^2=0,x^4+2*x^3*y+x^3*z+x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^4+y^2*z^2=0,x^4+x^3*y+2*x^3*z+x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^4+y^2*z^2=0,x^4+2*x^3*z+x^2*y^2+2*x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ac_c_ab
{y^2=2*x^8+2*x^5+x^4+x^3+x^2+x,y^2=2*x^8+2*x^7+x^5+2*x^4+2}|3.3.ac_c_ac
{y^2=2*x^8+2*x^6+x^4+2*x^2+2*x,y^2=2*x^8+x^7+x^6+x^5+x^4+x^3+x,y^2=2*x^8+x^6+x^4+1,x^4+x^3*z+x*y^2*z+x*z^3+y^4=0,2*x^4+x^3*y+2*x^3*z+2*x^2*z^2+2*x*y^2*z+x*z^3+y^4=0,x^4+x^3*y+2*x^3*z+2*x^2*y^2+x^2*z^2+2*x*y^2*z+x*z^3+y^3*z=0,x^4+2*x^2*y^2+x^2*y*z+2*x^2*z^2+x*z^3+y^4+y^2*z^2=0,2*x^3*y+x^3*z+x^2*y^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ac_c_ae
{2*x^4+x^3*y+x^3*z+x^2*y*z+x*z^3+y^4+y^2*z^2=0}|3.3.ac_c_af
{2*x^4+2*x^3*y+2*x^3*z+x^2*y^2+x*y*z^2+x*z^3+y^4=0,2*x^3*z+x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^4=0,x^4+2*x^3*y+2*x^3*z+x^2*y^2+x^2*y*z+x*z^3+y^4+y^2*z^2=0,x^4+2*x^3*y+x^2*y^2+x^2*y*z+2*x^2*z^2+x*z^3+y^4+y^2*z^2=0}|3.3.ac_c_b
{x^4+2*x^3*y+2*x^3*z+2*x^2*y^2+2*x^2*y*z+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,2*x^4+x^3*y+x^2*z^2+x*z^3+y^4+y^2*z^2=0}|3.3.ac_c_c
{y^2=x^8+2*x^6+2*x^4+x^2+2,y^2=2*x^8+x^6+x^5+x^3+x^2+2,x^4+x^2*z^2+x*z^3+y^4=0,x^4+x^3*y+x^2*y*z+2*x^2*z^2+x*z^3+y^4+y^2*z^2=0,x^4+x^3*y+x^2*y^2+2*x^2*y*z+2*x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ac_d_a
{2*x^4+x^3*y+2*x^3*z+x^2*y*z+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ac_d_ab
{y^2=2*x^8+x^5+x^3+2*x^2+x+1,x^4+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0,x^4+x^3*z+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0}|3.3.ac_d_ac
{y^2=2*x^8+x^7+x^5+2*x^4+x+1,x^4+x^3*y+2*x^3*z+x*z^3+y^4+y^2*z^2=0}|3.3.ac_d_ad
{y^2=x^7+2*x^5+x^4+x^2+2*x+2,y^2=2*x^8+2*x^7+2*x^4+2*x^3+2*x+1,y^2=2*x^7+x^6+2*x^5+2*x^4+2*x^2+x+2,y^2=2*x^8+2*x^7+x^6+x^3+x^2+1,y^2=2*x^8+2*x^6+x^5+x^4+2*x^2+x+2,x^4+2*x^3*y+2*x^3*z+2*x^2*y^2+x*y*z^2+x*z^3+y^4=0,x^4+2*x^3*y+2*x^3*z+x^2*y^2+x^2*y*z+x*y^3+x*z^3+y^2*z^2=0}|3.3.ac_d_ae
{y^2=2*x^8+2*x^7+2*x^6+2*x^5+x^3+x+1,2*x^4+x^3*y+2*x^3*z+2*x^2*y^2+x*z^3+y^4+y^2*z^2=0}|3.3.ac_d_af
{y^2=2*x^8+x^7+x^6+2*x^4+x^3+2*x^2+2,y^2=x^8+2*x^7+x^6+x^5+x^4+2*x^3+x+2,2*x^4+x^3*y+x^2*z^2+x*y^2*z+x*z^3+y^4=0,2*x^4+x^3*y+x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^3*z=0}|3.3.ac_d_ag
{y^2=2*x^8+x^4+x^3+x^2+x+2}|3.3.ac_d_ah
{2*x^4+2*x^3*y+2*x^3*z+x^2*y^2+x^2*y*z+x*y*z^2+x*z^3+y^3*z=0,x^3*y+x^3*z+2*x^2*y^2+x^2*y*z+x*z^3+y^4+y^2*z^2=0,x^4+x^3*y+x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^4+y^2*z^2=0,2*x^4+x^3*y+x^3*z+x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ac_e_af
{y^2=x^7+x^6+x^3+x^2+2*x+2,y^2=x^8+x^7+2*x^5+2*x^4+2*x^3+x+2,2*x^3*z+x^2*y^2+x^2*z^2+x*z^3+y^4+y^2*z^2=0}|3.3.ac_d_ai
{x^4+2*x^3*z+x^2*y*z+2*x*y^2*z+x*z^3+y^4=0,x^3*z+2*x^2*y^2+x^2*y*z+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ac_e_ad
{y^2=2*x^8+x^7+2*x^6+2*x^5+2*x^3+x+2,y^2=2*x^8+x^7+2*x^6+x^4+2*x^3+2*x^2+1,2*x^4+2*x^3*y+2*x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^4+y^2*z^2=0}|3.3.ac_e_ae
{y^2=2*x^8+x^7+x^6+x^4+x,y^2=x^7+2*x^5+2*x^4+x^3+2*x,y^2=x^7+2*x^6+2*x^4+x^3+x^2+2,2*x^4+x^2*y^2+2*x^2*z^2+x*z^3+y^4=0,x^4+x^2*y*z+2*x^2*z^2+x*z^3+y^4+y^2*z^2=0}|3.3.ac_e_ag
{y^2=2*x^8+2*x^7+x^6+x^3+x^2+2*x+2,y^2=2*x^7+x^3+2*x^2+2*x+2,y^2=2*x^8+x^7+2*x^6+x^5+x^3+2,y^2=2*x^8+2*x^7+2*x^6+x^5+x+2,y^2=2*x^8+2*x^7+x^4+x^3+x^2+x+2,2*x^4+x^3*y+x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ac_e_ai
{y^2=x^7+x^6+x^5+x^4+2*x^3+x+2,y^2=2*x^8+2*x^5+2*x^3+2*x^2+x,y^2=2*x^8+2*x^3+2*x^2+x+1}|3.3.ac_e_ak
{y^2=2*x^8+x^7+x^6+x^5+2*x^4+2*x^2+2*x+2}|3.3.ac_f_af
{y^2=2*x^8+2*x^6+2*x^5+2,x^4+x^3*y+2*x^3*z+2*x^2*y^2+x^2*z^2+x*z^3+y^4+y^2*z^2=0}|3.3.ac_f_ag
{y^2=2*x^8+x^7+2*x^6+x^5+x^4+2*x^2+x+1}|3.3.ac_f_ah
{y^2=2*x^8+2*x^7+2*x^6+2*x^5+2*x^4+x^2+2*x+1,y^2=2*x^8+x^7+x^6+2*x^5+x^2+1,y^2=2*x^8+x^7+x^6+2*x^3+x^2+x,y^2=x^8+2*x^6+2*x^5+x+2,x^4+2*x^3*y+x^3*z+2*x^2*y^2+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0}|3.3.ac_f_ai
{y^2=2*x^8+2*x^7+x^6+x^5+x^4+2*x^3+2,2*x^4+2*x^3*y+2*x^2*y^2+x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ac_f_aj
{y^2=2*x^8+x^7+2*x^6+2*x^4+2*x^3+x^2+x+2,y^2=x^8+x^5+x^4+2*x^3+x^2+2,2*x^4+x^3*y+x^3*z+x^2*z^2+x*y*z^2+x*z^3+y^4=0}|3.3.ac_f_ak
{y^2=x^8+x^6+x^2+2,y^2=2*x^8+2*x^6+x^4+2*x^3+2*x^2+2*x,y^2=x^8+x^6+2*x^5+x^3+x^2+2,y^2=2*x^8+2*x^7+x^6+x^5+2*x^3+x^2+2,2*x^3*z+x^2*y^2+2*x^2*z^2+x*z^3+y^4+y^2*z^2=0}|3.3.ac_f_am
{y^2=x^8+x^7+2*x^5+2*x^3+2*x^2+x+2,y^2=2*x^8+x^7+x^5+2*x^4+x^3+x+2,y^2=2*x^8+x^7+x^5+x^3+2*x^2+2*x,y^2=2*x^8+2*x^7+2*x^4+x^3+2*x+2,y^2=2*x^7+x^6+2*x^5+x^3+x^2+x,x^4+2*x^3*y+2*x^3*z+x*y*z^2+x*z^3+y^4=0,x^4+2*x^3*y+2*x^2*y^2+x^2*y*z+2*x^2*z^2+x*z^3+y^4+y^2*z^2=0}|3.3.ac_g_ai
{x^4+x^3*y+2*x^3*z+x^2*y^2+x^2*y*z+x*z^3+y^4+y^2*z^2=0}|3.3.ac_g_ak
{2*x^4+2*x^3*z+2*x^2*y^2+x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.ac_g_al
{y^2=2*x^8+x^7+x^6+x^5+2*x^3+2*x+2}|3.3.ae_k_au
{y^2=x^7+2*x^5+x^4+x^3+x^2+2,y^2=2*x^8+x^7+2*x^4+x}|3.3.ac_g_am
{y^2=2*x^8+2*x^4+1}|3.3.ac_h_ai
{y^2=2*x^8+x^7+2*x^6+2*x^5+x^4+x^3+2*x^2+2*x+1,2*x^3*y+2*x^3*z+x^2*y^2+x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ac_h_ak
{y^2=2*x^8+x^6+2*x^4+x^3+2*x^2+2}|3.3.ac_h_al
{y^2=2*x^8+2*x^6+1,y^2=2*x^8+x^7+x^6+2*x^5+2*x^4+2*x^3+2*x^2+2*x+2,x^4+x^3*z+x^2*z^2+2*x*y^2*z+x*z^3+y^4=0}|3.3.ac_h_am
{x^4+2*x^3*y+2*x^2*y^2+x^2*y*z+2*x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ac_i_ak
{2*x^4+x^3*y+2*x^3*z+x*y*z^2+x*z^3+y^4=0}|3.3.ad_a_i
{x^4+2*x^3*y+2*x^3*z+2*x^2*y*z+x*y^3+x*z^3+y^4+y^2*z^2=0,x^4+2*x^3*y+2*x^3*z+x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ad_b_f
{2*x^4+x^3*y+x^2*y*z+x^2*z^2+x*z^3+y^4+y^2*z^2=0}|3.3.ad_c_b
{x^4+2*x^3*y+2*x^3*z+x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^4+2*x^3*y+x^3*z+x^2*y^2+x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ad_c_c
{x^4+2*x^3*z+x^2*z^2+x*y^2*z+x*z^3+y^4=0,x^4+2*x^3*z+x^2*z^2+2*x*y^2*z+x*z^3+y^4=0}|3.3.ad_c_d
{y^2=2*x^8+2*x^7+x^6+2*x^5+x^4+x^2+2,2*x^4+2*x^3*y+2*x^3*z+2*x^2*y^2+2*x^2*y*z+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ad_i_ao
{2*x^4+2*x^3*y+2*x^3*z+2*x^2*y^2+2*x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ad_d_a
{y^2=2*x^7+x^6+x^5+2*x^3+2*x^2+x+2,x^4+2*x^3*z+x^2*y*z+x*z^3+y^4+y^2*z^2=0,2*x^4+x^3*y+2*x^3*z+2*x^2*z^2+x*z^3+y^4+y^2*z^2=0,2*x^4+2*x^3*z+2*x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ad_d_ab
{y^2=2*x^8+x^7+2*x^6+x^3+x^2+2,2*x^4+x^3*y+2*x^3*z+x^2*y*z+2*x^2*z^2+x*y^2*z+x*z^3+y^4=0,2*x^4+2*x^3*z+x^2*y^2+x*z^3+y^4+y^2*z^2=0,x^4+2*x^3*z+x^2*z^2+x*z^3+y^4+y^2*z^2=0,2*x^4+2*x^3*y+2*x^3*z+x^2*y^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ad_d_ac
{x^4+2*x^3*y+2*x^3*z+2*x^2*y^2+x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ad_e_ad
{y^2=2*x^8+x^7+2*x^6+x^5+x^4+2,2*x^4+2*x^3*y+x^3*z+x^2*y*z+x^2*z^2+x*z^3+y^4+y^2*z^2=0,x^4+2*x^3*z+2*x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^4+y^2*z^2=0}|3.3.ad_e_ae
{x^4+2*x^3*z+x^2*z^2+x*y*z^2+x*z^3+y^4=0,x^4+2*x^3*y+2*x^3*z+2*x^2*y^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ad_e_af
{y^2=2*x^8+x^6+x^3+2*x^2+2,x^4+x^3*y+2*x^3*z+x^2*y^2+x*y*z^2+x*z^3+y^4=0}|3.3.ad_e_ag
{y^2=2*x^8+2*x^6+2*x^5+x^4+2*x^3+x+2}|3.3.ad_f_af
{2*x^4+2*x^3*y+x^2*y^2+x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ad_g_ai
{y^2=2*x^8+x^7+x^6+2*x^5+x^4+x^3+x^2+x+2,2*x^4+2*x^2*y^2+x^2*z^2+x*z^3+y^4=0,x^4+2*x^2*z^2+2*x*y^2*z+x*z^3+y^4=0}|3.3.ad_f_ag
{y^2=2*x^8+x^6+2*x^5+2*x^4+x^3+x+2,y^2=2*x^7+x^5+x^4+2*x^2+2,x^4+2*x^3*y+2*x^3*z+x^2*y*z+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ad_f_ah
{y^2=2*x^8+x^7+2*x^5+2*x^4+x^2+x+2,2*x^4+2*x^3*y+2*x^3*z+x^2*y^2+2*x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ad_f_ai
{y^2=2*x^8+x^7+2*x^6+x^2+2*x,y^2=2*x^8+2*x^7+2*x^5+x^3+2*x+2}|3.3.ad_f_aj
{y^2=2*x^7+2*x^5+2*x^4+2*x^3+x^2+2,y^2=x^7+2*x^5+x^3+2*x+2}|3.3.ad_h_an
{x^4+2*x^3*z+x*z^3+y^4=0,2*x^4+x^3*y+2*x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0,x^4+2*x^3*y+2*x^3*z+2*x^2*y^2+2*x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ad_g_aj
{y^2=2*x^7+2*x^4+x^3+x^2+2,2*x^4+2*x^3*y+2*x^3*z+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^4+2*x^3*y+2*x^3*z+2*x^2*y^2+x^2*y*z+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ad_g_ak
{2*x^4+x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ad_g_al
{y^2=2*x^8+x^7+2*x,2*x^4+x^3*y+x^3*z+x^2*y*z+x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ad_g_am
{2*x^4+2*x^3*z+2*x^2*y^2+2*x^2*z^2+x*z^3+y^4+y^2*z^2=0}|3.3.ad_h_ak
{y^2=2*x^8+x^7+x^4+2*x^2+2,y^2=2*x^8+x^7+2*x^6+x^5+2*x^3+x^2+x+2,2*x^4+x^3*y+2*x^3*z+2*x^2*z^2+x*y^3+x*z^3+y^4+y^2*z^2=0}|3.3.ad_h_al
{y^2=2*x^8+x^5+2*x}|3.3.ad_h_am
{y^2=2*x^8+x^7+x^6+x^5+2*x^3+2*x^2+2*x,y^2=2*x^8+2*x^7+x^6+x^5+2*x^4+x^3+2*x}|3.3.ad_h_ao
{y^2=2*x^7+x^5+x^4+x^3+2*x^2+2*x+2}|3.3.ad_h_ap
{y^2=2*x^8+2*x^7+2*x^3+x+2}|3.3.ad_h_aq
{y^2=2*x^8+2*x^4+2*x^3+x^2+x}|3.3.ad_i_aq
{y^2=2*x^8+2*x^7+x^6+2*x^5+x^4+x^2+x+2}|3.3.ad_j_ap
{y^2=2*x^8+x^7+x^6+2*x^5+x^4+x^2+x+2}|3.3.ad_j_ar
{x^4+2*x^3*z+2*x^2*y^2+x*z^3+y^4+y^2*z^2=0,2*x^4+x^3*z+x^2*y^2+x^2*z^2+x*z^3+y^4+y^2*z^2=0}|3.3.ad_k_ar
{x^4+2*x^3*z+x^2*y^2+x^2*z^2+x*y^2*z+2*y^4+y^3*z+z^4=0}|3.3.ae_e_a
{y^2=2*x^8+x^6+2*x^4+x^3+x^2+2*x+2,2*x^4+2*x^3*z+2*x^2*y^2+x^2*y*z+x*y^2*z+y^4+z^4=0}|3.3.ae_h_ak
{y^2=2*x^8+2*x^7+2*x^6+x^5+x^3+2*x^2+2*x+2,x^4+2*x^3*z+x^2*z^2+x*y^2*z+y^4+z^4=0}|3.3.ae_i_am
{2*x^4+x^3*y+x^2*y*z+x^2*z^2+x*y^2*z+y^4+z^4=0}|3.3.ae_i_an
{y^2=2*x^8+x^7+2*x^6+2*x^5+2*x^2+2,y^2=2*x^8+2*x^6+2*x^4+2,y^2=2*x^8+x^7+2*x^3+x^2+2,x^4+x^2*y^2+2*x^2*y*z+2*x^2*z^2+2*y^4+y^3*z+z^4=0}|3.3.ae_j_aq
{y^2=2*x^8+2*x^7+x^6+2*x^5+x^4+x^3+2*x^2+x+2}|3.3.ae_j_ar
{y^2=2*x^8+x^7+x^6+2*x^4+x^2+2*x+2}|3.3.ae_k_as
{y^2=2*x^8+x^7+x^4+2*x+2,2*x^4+2*x^3*y+x^3*z+x^2*y*z+y^4+z^4=0}|3.3.ae_l_au
{y^2=2*x^8+2*x^7+2*x^6+2*x^5+2*x^3+2*x^2+2}|3.3.ae_l_av
{y^2=2*x^8+2*x^7+2*x^4+2*x^3+2*x^2+2*x+2}|3.3.ae_l_aw
{y^2=2*x^8+2*x^7+x^6+x^5+2*x^4+2*x^3+x^2+x+2}|3.3.ae_l_ay
{y^2=2*x^8+2*x^7+2*x^6+2*x^2+x+2}|3.3.ae_m_ay
{y^2=2*x^7+x^5+2*x^3+2*x^2+2*x+1,x^3*y+x^2*z^2+x*y^2*z+x*z^3+y^4=0,2*x^3*y+x^2*y^2+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0}|3.3.b_a_a
{y^2=x^7+2*x^6+2*x^5+1,y^2=2*x^8+2*x^7+2*x^6+x^4+2*x^2+2*x+1,2*x^4+x^3*y+x^2*y^2+2*x^2*z^2+x*y*z^2+x*z^3+y^4=0}|3.3.b_a_ac
{y^2=x^8+x^7+2*x^5+x^4+2*x^3+x^2+2*x+1,y^2=2*x^7+2*x^5+2*x^4+x^3+2*x}|3.3.b_a_ag
{x^4+x^3*y+x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^3*y+2*x^2*y^2+x^2*z^2+x*y*z^2+x*z^3+y^4=0,2*x^4+2*x^3*y+2*x^3*z+2*x^2*y^2+2*x^2*y*z+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.b_a_b
{y^2=x^7+2*x^6+x^5+2*x^3+x,x^4+x^3*y+x^3*z+x^2*y^2+x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0,x^3*y+x^3*z+x^2*y^2+2*x^2*y*z+2*x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.b_a_c
{x^4+2*x^3*y+x^3*z+2*x^2*y^2+x*y*z^2+x*z^3+y^4=0,x^3*y+x^2*y^2+x^2*z^2+x*z^3+y^3*z=0,x^4+2*x^3*y+x^2*y^2+x^2*y*z+x^2*z^2+x*z^3+y^3*z=0}|3.3.b_a_d
{y^2=2*x^8+x^7+x^6+x^4+x^3+x,2*x^3*z+x^2*y^2+x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.b_a_e
{y^2=x^8+2*x^7+x^6+x^2+2}|3.3.b_ab_a
{y^2=x^8+2*x^6+2*x^5+2*x,2*x^4+x^2*y^2+x^2*z^2+x*y^2*z+x*z^3+y^3*z=0,2*x^4+x^3*y+x^3*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.b_ab_ab
{y^2=x^7+x^5+x^3+2*x^2+1,y^2=2*x^7+x^5+x^4+x^2+2*x+1}|3.3.b_ab_ac
{y^2=2*x^7+2*x^6+x^5+x^4+x^3+2*x^2+x+1,y^2=x^8+x^7+2*x^5+2*x^3+2*x^2+2,x^3*y+2*x^2*y^2+2*x^2*y*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.b_ab_ad
{y^2=x^7+2*x^6+x^5+x^4+x^3+2*x^2+1}|3.3.b_ac_ag
{y^2=x^7+x^6+x^5+x^2+2*x+1}|3.3.b_ab_af
{y^2=x^8+2*x^7+x^6+2*x^5+x^2+x}|3.3.b_ab_ah
{y^2=x^8+x^7+2*x^6+2*x^5+2*x^4+2*x^3+x^2+1}|3.3.b_ab_ai
{x^3*y+2*x*y^2*z+x*z^3+y^4=0}|3.3.b_ac_ad
{y^2=2*x^8+2*x^6+x^3+1,x^4+x^3*y+x^3*z+x^2*z^2+2*x*y^2*z+x*z^3+y^4=0,2*x^3*y+x^3*z+2*x^2*y*z+x^2*z^2+x*z^3+y^3*z=0}|3.3.b_b_a
{y^2=2*x^8+2*x^7+x^6+x^4+2*x^3+1,y^2=2*x^7+2*x^5+x^4+x^2+1,y^2=2*x^7+2*x^6+2*x^5+x^4+2*x^2+2*x+2,x^4+x^3*y+x^3*z+x^2*y*z+x*y^2*z+x*y*z^2+x*z^3+y^3*z=0}|3.3.b_b_ab
{y^2=2*x^7+x^6+2*x^4+2*x^3+2*x^2+x+1,y^2=x^7+2*x^5+x^4+x^2+1}|3.3.b_b_ac
{y^2=x^8+x^7+2*x^2+2,x^3*y+2*x^3*z+2*x^2*y*z+x^2*z^2+x*z^3+y^3*z=0}|3.3.b_b_ad
{y^2=2*x^8+x^7+x^5+2*x^4+2*x^3+x+1}|3.3.b_b_ae
{y^2=2*x^7+x^6+2*x^5+2*x^4+2*x^2+2*x+2}|3.3.b_b_af
